;LadeLeistungAuﬂenstehende;LadeLeistungExterneStationen;buildingDemandHourly;carDemandHourly;eMobilityCharge;eMobilityDischarge;entladungLokal;entladungNetz;fahrverbrauchLokal;fahrverbrauchNetz;gridChargingHourly;pvChargingHourly;pvChargingHourlyMitVerluste;resLastAfterEMobility;resLastAfterZureisende;resLastBeforeEMobility;ungenutzteLadung
95;0,0;0,0;42,42725970239849;39,24728272392161;0,0;42,42725970239849;0,0;44,66027337094578;0,0;39,24728272392161;48,45204475649103;0,0;0,0;343,5174964496015;343,5174964496015;385,94475615199997;82,29843511543929
96;0,0;126,24876679617391;0,0;83,99928870745971;0,0;0,0;0,0;0,0;0,0;83,99928870745971;20,733712391448535;0,0;0,0;322,515444198;322,515444198;322,515444198;100,0
97;0,0;64,77489044915484;30,0;43,922760845507185;0,0;30,0;0,0;31,578947368421055;0,0;43,92276084550719;3,3958548637831165;0,0;0,0;238,72525893199997;238,72525893199997;268,725258932;62,220189116711296
98;0,0;0,0;20,60133087465735;25,6926248213311;0,0;20,60133087465735;0,0;21,685611447007737;0,0;25,6926248213311;4,153310665797459;0,0;0,0;232,17600583334266;232,17600583334266;252,777336708;100,0
99;0,0;0,0;15,0;34,07238812534624;0,0;15,0;0,0;15,789473684210527;0,0;34,07238812534624;6,6777037376386215;0,0;0,0;213,867556662;213,867556662;228,867556662;79,23176157301985
100;0,0;0,0;0,0;36,89274211529378;0,0;0,0;0,0;0,0;0,0;36,89274211529378;32,85235612484315;0,0;0,0;198,42212748;198,42212748;198,42212748;100,0
101;0,0;30,67400174742662;15,0;49,1244867286355;0,0;15,0;0,0;15,789473684210527;0,0;49,1244867286355;40,65341191484127;0,0;0,0;217,18401113;217,18401113;232,18401113;73,29872812537225
102;0,0;114,0008550393351;15,0;115,84275589872075;0,0;15,0;0,0;15,789473684210527;0,0;115,84275589872075;15,925885965958859;0,0;0,0;270,25216798200006;270,25216798200006;285,25216798200006;57,02450787312282
103;0,0;211,4720177129581;15,0;263,88288687526955;0,0;15,0;0,0;15,789473684210527;0,0;263,88288687526955;52,07379300263857;0,0;0,0;298,78463955;298,78463955;313,78463955;56,15623084455932
104;0,0;227,49600661021813;29,85634729882878;337,2281364331174;0,0;29,85634729882878;0,0;31,42773399876714;0,0;337,2281364331174;68,2444181229608;0,0;0,0;331,7121523831712;331,7121523831712;361,568499682;55,87847357764052
105;0,0;183,5493488900931;47,77095391452241;334,0033587802065;0,0;47,77095391452241;0,0;50,2852146468657;0,0;334,00335878020655;52,69441822202776;0,0;0,0;358,8329965594776;358,8329965594776;406,603950474;82,54178848558873
106;0,0;29,92881431544777;24,060586154688906;165,8866492468499;0,0;24,060586154688906;0,0;25,326932794409377;0,0;165,88664924684988;65,11622998994238;0,0;0,0;416,0601628833111;416,0601628833111;440,120749038;55,3206231544907
107;0,0;35,138973591190755;18,00381866791679;102,22584438782896;0,0;18,00381866791679;0,0;18,95138807149136;0,0;102,22584438782897;91,66541330047531;0,0;0,0;456,4049405420832;456,4049405420832;474,40875920999997;100,0
108;0,0;71,37149053462485;23,99833425859856;138,61347435639928;0,0;23,99833425859856;0,0;25,26140448273533;0,0;138,61347435639928;93,60598404097152;0,0;0,0;525,8121342654015;525,8121342654015;549,810468524;73,04909980635031
109;0,0;46,11655729469089;78,78435766570584;111,80531233240755;0,0;78,78435766570584;0,0;82,93090280600615;0,0;111,80531233240754;116,59281677361191;0,0;0,0;462,5222223642941;462,5222223642941;541,30658003;74,8633191328206
110;0,0;78,26106924152585;12,833748441455214;133,51179092714486;0,0;12,833748441455214;0,0;13,50920888574233;0,0;133,51179092714486;132,82823259539762;0,0;0,0;513,2409670365448;513,2409670365448;526,074715478;100,0
111;0,0;110,80152120739176;39,283223424701134;125,71704064024661;0,0;39,283223424701134;0,0;41,350761499685404;0,0;125,71704064024662;161,37166054694018;0,0;0,0;463,44294521529883;463,44294521529883;502,72616863999997;83,70627198701393
112;0,0;67,5920788988274;133,2153209193316;110,91077339469186;0,0;133,2153209193316;0,0;140,2266535992964;0,0;110,91077339469183;200,91443245888672;0,0;0,0;352,40678285266847;352,40678285266847;485,62210377200006;74,2181852514849
113;0,0;55,2955113404563;111,60605204950343;81,22480013310562;0,0;111,60605204950343;0,0;117,48005478895098;0,0;81,22480013310562;238,00895294836153;0,0;0,0;413,2308250164965;413,2308250164965;524,8368770659999;76,0883953490523
114;0,0;91,7543844957398;98,54942139935821;89,30911058331513;0,0;98,54942139935821;0,0;103,73623305195602;0,0;89,30911058331513;213,84842369300392;0,0;0,0;438,06982845064175;438,06982845064175;536,61924985;67,39417315681797
115;0,0;184,21945180151624;104,92146353871817;92,27912386844305;0,0;104,92146353871817;0,0;110,44364583022966;0,0;92,27912386844305;230,3265864739562;0,0;0,0;410,4787222372818;410,4787222372818;515,400185776;68,2597015853352
116;0,0;35,04738009323385;128,7845473974079;66,6367597260953;0,0;128,7845473974079;0,0;135,56268147095568;0,0;66,63675972609532;129,1764037125915;0,0;0,0;347,7376368465921;347,7376368465921;476,522184244;68,25357278748466
117;0,0;67,18914900334204;119,67656015825935;76,75951058518557;0,0;119,67656015825935;0,0;125,97532648237826;0,0;76,75951058518557;204,08821856568574;0,0;0,0;323,6692469777406;323,6692469777406;443,34580713599996;75,92304110546203
118;0,0;63,68748997407571;89,07648480028593;28,31217452338321;0,0;89,07648480028593;0,0;93,76472084240625;0,0;28,312174523383213;90,38104270242711;0,0;0,0;293,67401357771405;293,67401357771405;382,750498378;59,87386882942916
119;0,0;31,616010424349234;43,85901282091322;38,336307478464285;0,0;43,85901282091322;0,0;46,16738191675076;0,0;38,336307478464285;19,94348187835979;0,0;0,0;281,8050834930868;281,8050834930868;325,664096314;100,0
